X,Y,Radius,Color,column3,column4,column5
5820.78,5154.46,1,1,3966.016767,0.771965,104.871964
5817.68,5151.42,1,1,3966.049571,0.852153,106.019516
5818.24,5164.46,1,1,3966.082362,0.737318,105.094162
5680.6,5110.02,1,1,3966.147956,0.576406,97.319084
5615.7,5087.83,1,1,3966.180749,0.688421,107.132729
5623.15,5098.54,1,1,3966.213561,0.730049,105.594307
5618.11,5093.3,1,1,3966.246387,0.620941,106.458542
5605.43,5066.49,1,1,3966.279194,0.721704,108.694626
5586.48,5050.89,1,1,3966.312012,0.654957,111.244614
5623.68,5111.8,1,1,3966.344805,0.64798,106.551231
5625.19,5084.47,1,1,3966.37762,0.589778,106.629997
5630.73,5102.92,1,1,3966.410437,0.69804,106.725189
5737.79,5175.62,1,1,3966.476019,0.579909,111.816139
5751.12,5183.09,1,1,3966.508818,0.652726,110.548988
5771.64,5213.7,1,1,3966.541618,0.683687,108.470123
5767.87,5208.67,1,1,3966.574415,0.848092,110.457191
5777.32,5215.72,1,1,3966.607224,0.73932,109.788948
5779.02,5214.91,1,1,3966.640032,0.693372,108.868317
5781.74,5210.55,1,1,3966.672829,0.740949,108.232941
5784.33,5218.06,1,1,3966.705637,0.72856,108.208061
5741.47,5293.77,1,1,3966.771228,0.432007,107.872292
5694.72,5079.88,1,1,3966.804014,0.444944,108.456276
5713.31,5127.11,1,1,3966.836825,0.42568,104.297676
5697.98,5141.34,1,1,3966.869622,0.481816,105.044739
5670.37,5124.14,1,1,3966.902437,0.560107,107.396172
5671.97,5138.33,1,1,3966.935228,0.842778,107.627304
5662.6,5134.78,1,1,3966.968037,0.618117,107.348259
5658.94,5142.39,1,1,3967.000846,0.661202,106.949356
5665.36,5146.55,1,1,3967.033639,0.617435,106.037926
5675.88,5158.43,1,1,3967.066443,0.614341,107.835136
5916.86,5350.31,1,1,3967.099246,0.434172,92.098419
5793.19,5368.69,1,1,3967.197641,0.419622,102.890785
5790.6,5318.8,1,1,3967.230446,0.496319,104.792839
5776.06,5289.52,1,1,3967.263264,0.638317,106.277977
5778.22,5280.38,1,1,3967.29606,0.834826,106.284119
5776.77,5266.7,1,1,3967.328867,0.741117,107.005821
5780.66,5281.91,1,1,3967.361673,0.788804,107.073235
5777.51,5273.88,1,1,3967.394492,0.852787,107.135551
5779.65,5276.41,1,1,3967.427287,0.739318,107.614914
5791.85,5283.29,1,1,3967.460104,0.650317,107.345398
5812.58,5285.79,1,1,3967.492905,0.696432,107.240417
5807.3,5270.91,1,1,3967.525716,0.733243,108.188545
5817.4,5261.24,1,1,3967.558541,0.800428,107.012543
5817.59,5266.04,1,1,3967.591356,0.715506,106.409714
5820.07,5271.53,1,1,3967.624159,0.775301,107.826141
5821.74,5269.66,1,1,3967.656963,0.680071,108.005455
5810.81,5264.16,1,1,3967.689788,0.827513,107.90435
5812.93,5275.05,1,1,3967.722575,0.684218,107.149063
5668.68,5180.09,1,1,3967.919388,0.493205,113.438446
5798.18,5281.71,1,1,3967.95222,0.363104,100.235046
5820.38,5382.31,1,1,3968.083418,0.435832,107.510956
5792.31,5362.96,1,1,3968.116218,0.77291,110.650536
5797.52,5348.59,1,1,3968.149014,0.817781,111.035126
5802.9,5349.21,1,1,3968.18181,0.76726,111.972595
5799.88,5351.34,1,1,3968.214589,0.679171,111.071449
5794.9,5350.03,1,1,3968.247386,0.726962,110.161003
5795.18,5353.25,1,1,3968.280187,0.74357,110.590538
5786.85,5382.37,1,1,3968.313003,0.720441,111.717491
5780.06,5391.74,1,1,3968.345808,0.845271,111.633934
5779.87,5405.82,1,1,3968.378613,0.825476,111.527054
5778.54,5407.44,1,1,3968.411411,0.715874,112.151726
5785.21,5398.52,1,1,3968.444225,0.881116,111.92778
5776.39,5403.55,1,1,3968.477035,0.809658,111.941727
5770.49,5392.49,1,1,3968.509858,0.832637,113.265656
5776.88,5401.19,1,1,3968.542655,0.885398,113.238144
5779.49,5388.96,1,1,3968.575462,0.858782,113.016052
5774.55,5390.08,1,1,3968.608265,0.841875,114.135468
5777.7,5399.4,1,1,3968.641066,0.808755,113.915009
5778.8,5393.94,1,1,3968.673863,0.785716,114.319817
5786.25,5407.67,1,1,3968.706665,0.835663,113.847824
5822.05,5389.58,1,1,3968.739479,0.389996,101.106621
5692.03,5372.71,1,1,3968.837865,0.77308,111.54512
5692.62,5365.64,1,1,3968.870647,0.657803,112.681129
5188.02,4946.98,1,1,3969.4283,0.431596,111.216537
5648.42,4877.95,1,1,3969.625089,0.386406,159.9048
6030.18,4988.41,1,1,3969.6907,0.429975,111.701744
6043.03,5007.6,1,1,3969.756298,0.477696,110.068634
6019.78,4986.52,1,1,3969.789101,0.667017,113.485916
6022.94,5005.01,1,1,3969.821916,0.575127,113.092369
6036.64,5021.26,1,1,3969.854734,0.496262,110.927864
6024.36,5000.73,1,1,3969.887537,0.499168,112.957001
6046.03,5026.18,1,1,3969.920336,0.460901,110.430771
6047.5,5000.55,1,1,3969.953144,0.566668,112.022209
6071.9,4979.02,1,1,3969.985933,0.442587,112.100327
6091.43,4900.47,1,1,3970.084338,0.544765,113.775658
6085.53,4883.86,1,1,3970.117138,0.657378,114.892326
5986.44,4748.68,1,1,3970.313934,0.385698,120.619858
6048.86,4968.63,1,1,3970.576349,0.489218,101.533691
5554.55,4454.34,1,1,3970.773187,0.404154,139.53862
5781.22,4742.56,1,1,3970.838779,0.433825,106.383263
5751.67,4718.14,1,1,3970.871589,0.498364,108.704109
5897.3,4779.66,1,1,3971.134016,0.480094,107.09433
5767.79,4702.8,1,1,3971.494744,0.317092,102.331543
5819.05,4819.75,1,1,3971.691545,0.482331,123.164513
5885.13,4851.94,1,1,3971.724328,0.555759,114.604424
5893.8,4875.44,1,1,3971.757141,0.581155,114.004662
5878.98,4884.09,1,1,3971.789948,0.618263,115.820908
5866.58,4847.28,1,1,3971.822769,0.573974,117.775917
5844.68,4867.79,1,1,3971.855577,0.577902,118.827148
5938.62,4893.49,1,1,3971.953981,0.52406,97.187752
5908.12,4937.28,1,1,3972.249213,0.55779,102.612457
5924.93,4969.1,1,1,3972.282031,0.533337,103.191216
5877.23,4934.48,1,1,3972.314837,0.659719,106.334549
5861.95,4911.14,1,1,3972.347634,0.623825,109.488083
5859.16,4918.02,1,1,3972.380446,0.564022,110.828018
5844.69,4924.07,1,1,3972.413257,0.759705,113.038193
5842.99,4923.13,1,1,3972.446073,0.709811,112.558136
5828.49,4900.6,1,1,3972.478876,0.858639,116.009964
5844.01,4918.14,1,1,3972.511688,0.550045,113.93924
5843.2,4937.58,1,1,3972.544503,0.669268,113.087669
5841.93,4951.27,1,1,3972.5773,0.621327,111.901512
5834.51,4936.68,1,1,3972.610097,0.679236,114.125847
5835.52,4937.17,1,1,3972.642914,0.62676,113.978218
5747.72,5179.75,1,1,3972.741369,0.452502,102.011551
5662.67,5069.38,1,1,3972.774174,0.769842,111.666092
5668.6,5056.66,1,1,3972.806991,0.71783,112.210213
5681.57,5071.13,1,1,3972.839795,0.550399,109.98526
5686.19,5071.1,1,1,3972.872592,0.584699,109.954544
5689.15,5054.38,1,1,3972.905402,0.708407,110.423195
5689.61,5045.32,1,1,3972.938229,0.726595,109.685173
5702.84,5073.89,1,1,3972.971037,0.659169,110.390053
5710.33,5075.13,1,1,3973.003852,0.751534,108.711472
5704.67,5071.1,1,1,3973.036649,0.7567,108.350418
5717.22,5080.05,1,1,3973.069464,0.738736,106.440117
5717.83,5077.04,1,1,3973.10228,0.642189,106.810387
5716.98,5064.23,1,1,3973.135082,0.799885,107.033112
5721.77,5083.66,1,1,3973.167873,0.868629,106.322289
5725.15,5077.93,1,1,3973.200677,0.807459,105.383499
5717.38,5060.57,1,1,3973.233479,0.720476,108.421219
5722.11,5072.14,1,1,3973.266299,0.617007,106.713234
5725.61,5072.34,1,1,3973.29911,0.719729,106.84861
5732.25,5095.03,1,1,3973.331934,0.665304,105.869354
5733.17,5090.81,1,1,3973.364744,0.636375,106.344383
5726.84,5078.93,1,1,3973.397569,0.649674,107.558769
5734.14,5079.62,1,1,3973.430376,0.747562,105.496841
5734.28,5090.52,1,1,3973.463173,0.596782,105.238609
5731.98,5078.51,1,1,3973.495971,0.747309,105.758301
5719.89,5054.54,1,1,3973.528769,0.854873,107.746437
5706.58,5075.04,1,1,3973.561557,0.721838,106.592987
5695.53,5097.57,1,1,3973.594354,0.763477,107.449821
5696.46,5086.89,1,1,3973.627169,0.725808,107.181129
5684.77,5071.52,1,1,3973.659958,0.682664,107.852768
5675.65,5066.71,1,1,3973.692768,0.846674,108.322815
5540.5,5042.2,1,1,3973.82399,0.733335,106.741356
5537.8,5021.85,1,1,3973.856781,0.635534,107.718803
5537.24,5015.55,1,1,3973.889574,0.653409,107.024094
5527.41,5007.49,1,1,3973.922374,0.650323,109.182938
5535.21,4992.83,1,1,3973.955171,0.654926,106.394333
5644.68,5080.51,1,1,3974.053572,0.753542,104.816696
5642.74,5075.28,1,1,3974.086389,0.649383,105.855553
5644.03,5070.3,1,1,3974.119203,0.687418,106.680008
5638.63,5069.98,1,1,3974.15201,0.569818,108.635307
5619.02,5072.17,1,1,3974.184823,0.858392,110.842758
5627.95,5083.47,1,1,3974.217627,0.608744,109.90593
5628.84,5098.44,1,1,3974.25042,0.759578,108.795113
5626.6,5100.95,1,1,3974.283224,0.742755,109.528862
5625.19,5111.89,1,1,3974.316037,0.675392,108.920166
5603.14,5114.37,1,1,3974.348837,0.428139,109.769157
5389.89,5132.74,1,1,3974.480054,0.464645,110.318687
5275.45,5107.6,1,1,3974.64409,0.379568,111.608047
5190.57,5089.51,1,1,3974.709703,0.388804,110.69532
5169.47,5059.02,1,1,3974.742508,0.502953,111.333786
6879.89,6222.5,1,1,3975.857934,0.547942,114.983368
6883.33,6180.54,1,1,3975.890736,0.841831,117.145264
6869.56,6141.56,1,1,3975.923553,0.862182,117.734406
6872.22,6125.79,1,1,3975.956356,0.886179,117.93811
6901.36,6225.32,1,1,3976.021962,0.556124,114.071373
6875.04,6191.49,1,1,3976.054767,0.873686,116.296135
6705.74,6048.78,1,1,3976.120392,0.505658,124.09433
6802.02,5949.56,1,1,3976.186022,0.707315,112.117882
6778.99,5928.28,1,1,3976.218814,0.652675,114.373436
6783.81,5930.39,1,1,3976.251622,0.702914,115.537697
6791.04,5927.58,1,1,3976.284433,0.737826,115.382507
6797.26,5948.09,1,1,3976.317223,0.624707,115.507729
6823.36,5942.2,1,1,3976.350036,0.725803,115.749641
6835.67,5942.56,1,1,3976.382837,0.646626,116.436081
6814.01,6782.8,1,1,3976.448436,0.553206,113.34127
6802.3,6738.4,1,1,3976.481241,0.538578,117.125038
6814.19,6702.22,1,1,3976.514052,0.733378,117.495186
6831.75,6674.08,1,1,3976.546836,0.736189,116.356148
6840.84,6664.89,1,1,3976.579638,0.659082,116.163307
6856.91,6677.79,1,1,3976.612443,0.790541,115.661461
6871.96,6686.84,1,1,3976.645254,0.839176,115.689575
6870.38,6688.88,1,1,3976.678079,0.883898,114.604614
6877.21,6695.21,1,1,3976.71088,0.802049,114.575203
6879.12,6707.13,1,1,3976.743663,0.783509,114.51326
6891.18,6721.64,1,1,3976.776461,0.829841,114.305809
6902.81,6731.63,1,1,3976.809262,0.922942,114.096306
6917.58,6749.22,1,1,3976.842066,0.827901,113.630074
6866.19,5787.99,1,1,3976.907676,0.536329,116.165367
6873.68,5813.85,1,1,3976.940479,0.738021,115.281006
6885.06,5826.56,1,1,3976.973291,0.891953,113.974831
6890.42,5834.41,1,1,3977.006102,0.922151,115.255432
6903.33,5842.67,1,1,3977.038909,0.82489,114.642509
6913.35,5848.05,1,1,3977.071712,0.845935,114.028519
6913.11,5809.4,1,1,3977.104517,0.789502,114.56498
6913.11,5801.45,1,1,3977.137327,0.796595,113.217972
6905.27,5785.55,1,1,3977.170151,0.844252,114.604385
6913.01,5791.81,1,1,3977.202955,0.674062,114.026207
6913.6,5800.07,1,1,3977.235744,0.858675,114.031563
6912.82,5809.47,1,1,3977.268554,0.811511,113.683266
6915.34,5808.49,1,1,3977.301365,0.790644,114.411873
6925.76,5794.33,1,1,3977.334163,0.844829,113.951889
6931.29,5800.7,1,1,3977.366954,0.828035,112.641869
6928.17,5801.65,1,1,3977.399754,0.785339,112.284317
6930.56,5806.94,1,1,3977.432562,0.752628,113.047836
6945.16,5801.91,1,1,3977.465355,0.808392,113.128792
6942.98,5815.05,1,1,3977.498166,0.647136,113.144669
6944.07,5824.17,1,1,3977.530973,0.842726,113.457153
6957.85,5827.42,1,1,3977.563768,0.770403,113.663597
6949.68,5837.66,1,1,3977.596587,0.72607,114.748703
6948.94,5842.75,1,1,3977.629409,0.696065,114.755722
6949.59,5845.17,1,1,3977.662216,0.497526,116.277679
6949.94,5851.8,1,1,3977.695006,0.723187,116.29071
6958.43,5850.99,1,1,3977.727814,0.585267,115.972931
6959.96,5869.17,1,1,3977.760627,0.581677,114.356247
6949.49,5856.01,1,1,3977.793444,0.681154,117.278252
6950.66,5856.18,1,1,3977.826244,0.846808,117.437286
6971.66,5856.5,1,1,3977.859045,0.833605,117.330719
6972.02,5852.16,1,1,3977.891854,0.766738,118.210075
6980.78,5869.45,1,1,3977.924646,0.815506,117.257782
6995.59,5902.23,1,1,3977.957457,0.787133,118.142883
7002.62,5926.29,1,1,3977.990263,0.876818,116.775269
7013.32,5931.12,1,1,3978.023061,0.98443,116.378593
7029.27,5933.87,1,1,3978.055874,0.847194,115.362236
7031.89,5937.29,1,1,3978.088676,0.695422,115.599091
7044.16,5940.6,1,1,3978.121475,0.796938,115.37767
7054.77,5944.95,1,1,3978.154287,0.564176,114.924416
7064.36,5950.51,1,1,3978.187108,0.738861,114.708809
7063.75,5947.44,1,1,3978.219901,0.844901,114.317215
7065.71,5950.47,1,1,3978.252711,0.897734,114.611641
7073.7,5948.11,1,1,3978.285517,0.815059,115.239555
7074.42,5955.15,1,1,3978.318314,0.726051,116.807541
3428.49,4991.27,1,1,3978.679185,0.463449,107.027252
3461.64,4824.9,1,1,3978.777595,0.393301,104.484512
3211.18,5035.95,1,1,3979.138443,0.571394,81.657402
3355.09,4978.42,1,1,3979.204053,0.614806,87.20874
3330.18,4981.22,1,1,3979.236864,0.517225,84.206764
3659.71,4704.97,1,1,3979.335296,0.399075,112.058586
3279.1,4958.68,1,1,3979.43373,0.545852,67.323494
3328.86,4960.56,1,1,3979.466518,0.420177,69.989594
3332.77,4962.5,1,1,3979.4993,0.522982,70.85051
3355.36,4966.17,1,1,3979.532104,0.553624,71.614868
3340.03,4984.13,1,1,3979.564911,0.517752,70.079094
3323.05,4975.6,1,1,3979.597722,0.487971,73.111382
3218.91,4996.77,1,1,3979.76175,0.587437,75.277489
3077.83,4903.39,1,1,3979.794556,0.519716,74.472221
3044.6,4839.42,1,1,3979.892978,0.482621,69.578331
7770.88,7047.14,1,1,3980.188187,0.680493,116.446266
7714.39,6983.82,1,1,3980.220984,0.8329,116.811378
7633.04,6909.51,1,1,3980.253786,0.612445,116.204681
7006.9,6296.21,1,1,3980.352219,0.524058,116.441719
7045.77,6146.72,1,1,3980.385025,0.436593,108.600105
6836.83,6176.85,1,1,3980.450626,0.479698,115.976646
6818.86,6156.98,1,1,3980.48344,0.765714,118.125465
6985.78,6328.46,1,1,3980.549037,0.407268,102.317055
6943.12,6218.52,1,1,3980.58182,0.506407,112.79509
6955.84,6191.93,1,1,3980.614622,0.870013,115.335869
6949.84,6188.64,1,1,3980.647418,0.904595,115.866028
6961.21,6191.2,1,1,3980.68021,0.749424,114.843353
6979.44,6196.36,1,1,3980.713005,0.955826,113.654686
6975.4,6197.82,1,1,3980.745797,0.865214,113.790909
6969.11,6204.89,1,1,3980.77859,0.988911,111.909134
6972.67,6210.16,1,1,3980.811401,0.858115,110.966995
6982.83,6209.38,1,1,3980.844214,1,110.534447
6963.79,6183.02,1,1,3980.877023,0.55983,111.834473
6983.35,6301.6,1,1,3980.909834,0.378271,95.810654
6838.72,6067.52,1,1,3980.942624,0.51624,111.566498
6864.51,6083.51,1,1,3980.975432,0.645371,110.311096
6854.08,6089.52,1,1,3981.008219,0.777101,112.427711
6873.37,6091.91,1,1,3981.041017,0.87594,112.317719
6861.84,6087.01,1,1,3981.073838,0.96271,113.484901
6875,6076.9,1,1,3981.106658,0.989129,113.016914
6880.55,6073.67,1,1,3981.139461,0.681696,113.059906
6886.15,6075.24,1,1,3981.172258,0.847782,112.984856
6802.74,6053.34,1,1,3981.237819,0.816625,112.120193
6803.92,6055.15,1,1,3981.270643,0.922959,111.28215
6786.68,6043.92,1,1,3981.303426,0.821554,112.650589
6791.04,6038.43,1,1,3981.336238,0.883266,112.009598
6797.71,6035.75,1,1,3981.369027,0.867864,112.064827
6801.18,6014.91,1,1,3981.401845,1,111.511696
6782.63,6002.38,1,1,3981.434662,0.890969,112.613205
6777.35,5984.17,1,1,3981.46748,0.839965,112.799004
6769.26,5975.82,1,1,3981.500284,0.74613,112.68911
6765.72,5975.04,1,1,3981.533076,0.850622,111.615463
6761.29,5972.03,1,1,3981.565878,0.970928,111.770889
6761.79,5975.93,1,1,3981.598684,0.778914,112.169518
6849.22,7120.72,1,1,3981.664303,0.524471,112.78244
6872.19,7139.11,1,1,3981.697094,0.617979,111.268883
6887.59,7151.35,1,1,3981.729883,0.644152,109.807831
6898.39,7154.53,1,1,3981.762669,0.810334,109.167168
6907.53,7156.29,1,1,3981.795469,0.720551,110.227219
6913.61,7146.71,1,1,3981.828266,0.839144,110.230392
6980.68,6934.9,1,1,3981.861078,0.455391,111.253998
7004.09,6943.07,1,1,3981.893891,0.85311,109.261139
7008.11,6938.89,1,1,3981.926696,0.864137,109.01165
7024.01,6934.75,1,1,3981.95949,0.810328,107.962097
7029.63,6933.21,1,1,3981.992302,0.683396,107.438423
7040.46,6926.04,1,1,3982.0251,0.597642,107.387817
7049.37,6905.83,1,1,3982.057898,0.744614,105.450348
7062.25,6895.04,1,1,3982.090703,0.611818,105.672005
6807.34,7709.28,1,1,3982.156299,0.728619,106.748611
6811.79,7734.41,1,1,3982.189119,0.769375,105.160324
6819.48,7755.39,1,1,3982.221951,0.816225,105.669624
6832.15,7763.29,1,1,3982.254755,0.893164,106.708305
6846.49,7768.17,1,1,3982.287544,0.827894,106.682289
6851.38,7768.86,1,1,3982.320332,0.690154,106.869431
6865.6,7766.2,1,1,3982.353137,0.781403,107.385475
6866.04,7772.05,1,1,3982.385922,0.862401,107.449745
6869.2,7775.24,1,1,3982.418734,0.877857,107.156364
6711.77,6004.27,1,1,3982.48434,0.78794,106.012878
6725.74,6029.97,1,1,3982.517138,0.782832,105.566765
6738.92,6048.7,1,1,3982.549946,0.845567,106.623192
6759.67,6063.52,1,1,3982.582758,0.869629,106.472672
6771.14,6075.55,1,1,3982.615568,0.808513,107.169281
6775.88,6070.32,1,1,3982.648376,0.743141,108.692879
6778,6029.93,1,1,3982.681186,0.805291,109.326851
6795.04,6025.28,1,1,3982.714005,0.709005,110.02832
6795.61,6027.41,1,1,3982.746813,0.857732,110.357849
6803.95,6021.13,1,1,3982.779621,0.759228,111.273117
6796.98,6035.55,1,1,3982.812429,0.834186,111.081909
6803.91,6035.68,1,1,3982.845241,0.789355,111.23938
6806.5,6029.92,1,1,3982.878056,0.716831,111.55098
6808.83,6027.92,1,1,3982.910873,0.763124,111.181244
6803.56,6016.78,1,1,3982.943691,0.84194,111.973907
6805.45,6008.15,1,1,3982.976495,0.797155,112.000381
6828.37,6009.65,1,1,3983.009295,0.862798,111.546722
6836.86,6007.08,1,1,3983.042109,0.668153,111.060448
6834.55,5993.29,1,1,3983.07491,0.631612,111.256615
6826.79,5988.58,1,1,3983.1077,0.823477,110.989746
6831.16,5984.29,1,1,3983.140496,0.81579,110.39109
6821.33,5972.9,1,1,3983.173291,0.808917,109.323952
6816.94,5966.76,1,1,3983.206089,0.807487,109.737953
6821.51,5969.24,1,1,3983.238885,0.768209,109.979568
6820.42,5968.79,1,1,3983.271678,0.716987,109.915253
6827.15,5958.32,1,1,3983.304481,0.771937,109.585037
6825.41,5956.08,1,1,3983.337296,0.906671,110.31337
6827.04,5956.94,1,1,3983.370106,0.716543,110.114853
6829.28,5953.58,1,1,3983.402902,0.827559,110.990784
6827.66,5958.24,1,1,3983.4357,0.827555,110.781044
6832.07,5952.04,1,1,3983.468499,0.725201,111.752579
6824.78,5943.93,1,1,3983.501319,0.793377,113.000397
6760.61,5913.84,1,1,3983.534113,0.690681,111.104202
6752.84,5908.67,1,1,3983.566918,0.804626,111.255882
6753.26,5910.32,1,1,3983.599735,0.917893,111.525711
6743.8,5909.1,1,1,3983.632532,0.792691,112.544907
6746.43,5901.44,1,1,3983.665336,0.741736,111.933174
6743.82,5904.17,1,1,3983.698152,0.780401,111.593163
6744.63,5905.99,1,1,3983.730961,0.887918,112.305634
6729.13,5896.27,1,1,3983.763762,0.720843,113.632141
6748.05,5899.75,1,1,3983.796574,0.769289,111.926003
6738.74,5889.05,1,1,3983.829377,0.855779,112.745667
6728.99,5886.06,1,1,3983.862192,0.848195,110.958206
6725.47,5882.95,1,1,3983.894992,0.920938,111.237663
6720.36,5878.94,1,1,3983.927802,0.80735,110.370789
6713.26,5868.97,1,1,3983.960587,0.851691,110.120804
6700.13,5860.17,1,1,3983.99339,0.881165,110.114845
6703.53,5865.06,1,1,3984.026202,0.769375,108.05777
6786.3,5938.06,1,1,3984.059002,0.677885,106.614136
6811.15,5965.92,1,1,3984.091804,0.737504,107.313385
6831,5997.17,1,1,3984.124613,0.787806,107.647964
6872.08,5611.19,1,1,3984.190223,0.644256,108.866867
6872.61,5568.41,1,1,3984.223022,0.802944,109.376587
6843.12,5539.66,1,1,3984.255818,1,109.154274
6833.95,5497.9,1,1,3984.288614,0.850311,109.956963
6821.17,5412.35,1,1,3984.321427,0.640581,108.440002
6801.92,5400.35,1,1,3984.35424,0.877014,108.245163
6780.41,5376.14,1,1,3984.387033,0.849817,107.985321
6755.14,5360.51,1,1,3984.419836,0.846309,109.296288
6725.2,5349.28,1,1,3984.452633,0.730498,110.142014
6342.11,5244.41,1,1,3984.518263,0.480258,120.739647
6367.36,5247.96,1,1,3984.551059,0.57985,113.475868
6371.87,5294.84,1,1,3984.583861,0.676823,104.35379
6100.46,5224.03,1,1,3984.649476,0.612558,113.226852
6101.69,5221.54,1,1,3984.682291,0.664642,111.200851
6075.01,5219.06,1,1,3984.715091,0.553123,112.976105
6062.09,5197.11,1,1,3984.747883,0.632137,112.318558
6055.07,5212.26,1,1,3984.780699,0.379799,112.346779
6238.23,5257.48,1,1,3984.813473,0.506951,105.245964
6242.68,5275.47,1,1,3984.846289,0.666404,108.507057
6243.91,5266.13,1,1,3984.879081,0.749144,111.437988
6248.16,5255.78,1,1,3984.911872,0.786928,112.432945
6254.5,5253,1,1,3984.94466,1,112.50808
6264.87,5229.83,1,1,3984.977448,0.554357,113.064392
6275.6,5237.23,1,1,3985.010242,0.699683,112.446793
6279.3,5251.65,1,1,3985.043037,0.967099,112.595901
6277.73,5250.83,1,1,3985.075835,0.733143,110.983521
6269.16,5246.43,1,1,3985.108632,0.766787,111.571548
6267.28,5242.03,1,1,3985.141441,0.796569,111.548203
6263.54,5257.27,1,1,3985.174234,0.822826,110.690392
6292.58,5237.76,1,1,3985.207043,0.622102,111.202637
6302.56,5230.76,1,1,3985.239841,0.638658,110.811996
6305.49,5234.85,1,1,3985.27263,0.675042,110.21801
6309.26,5250.34,1,1,3985.305452,0.790646,110.011711
6324.28,5251.99,1,1,3985.338246,0.763673,108.300583
6327.04,5260.03,1,1,3985.371073,0.836362,107.42968
6329.07,5274.17,1,1,3985.40388,0.916731,106.697769
6334.26,5278.99,1,1,3985.436699,0.793806,105.491806
6349.73,5298.76,1,1,3985.469506,0.934418,104.673691
6362.37,5326.27,1,1,3985.502316,0.861,104.712448
6373.91,5350.47,1,1,3985.535106,0.768893,103.363548
6388.95,5364.56,1,1,3985.567906,0.928003,103.925323
6395.03,5382.21,1,1,3985.600733,1,102.830513
6390.96,5397.43,1,1,3985.633525,1,103.359222
6388.23,5411.22,1,1,3985.666323,1,102.836884
6382.21,5428.4,1,1,3985.699114,0.931983,101.343811
6373.1,5438.23,1,1,3985.731902,0.905757,102.266701
6369.96,5436.61,1,1,3985.764707,1,101.25383
6370.38,5459.39,1,1,3985.797521,1,101.406052
6364.31,5465.76,1,1,3985.830316,0.99521,100.999878
6365.22,5471.22,1,1,3985.863131,0.857159,101.054115
6365.86,5494.51,1,1,3985.895943,0.908913,101.288857
6369.75,5515.35,1,1,3985.928751,1,100.78083
6375.37,5525.09,1,1,3985.961551,1,100.624863
6371.54,5536.27,1,1,3985.994345,0.858415,99.922066
6371.55,5544.43,1,1,3986.027148,1,98.255219
6374.67,5570.12,1,1,3986.059924,0.938946,98.628838
6372.72,5583.69,1,1,3986.092724,0.983781,98.172478
6349.55,5571.81,1,1,3986.125542,0.88059,99.005424
6303.38,5568.32,1,1,3986.158331,0.855739,99.277336
6291.73,5582.58,1,1,3986.191147,1,97.704163
6288.17,5601.01,1,1,3986.223959,1,98.401291
6299.24,5606.17,1,1,3986.25677,1,99.171616
6303.08,5616.55,1,1,3986.289562,0.901325,100.548714
6307.22,5638.92,1,1,3986.322366,1,100.522202
6293.63,5647.17,1,1,3986.355181,0.977546,101.39093
6292.29,5643.8,1,1,3986.387991,0.962603,101.387665
6290.73,5648.56,1,1,3986.420804,1,101.944191
6405.73,5646,1,1,3986.551996,1,103.584946
6399.32,5657.05,1,1,3986.584814,1,103.994316
6396.32,5658.63,1,1,3986.61764,1,103.713638
6385.86,5663.67,1,1,3986.650434,0.92731,104.838211
6392.09,5665.41,1,1,3986.683218,0.906437,105.739471
6387.54,5655.07,1,1,3986.716038,0.971115,105.821793
6393.24,5648.18,1,1,3986.748842,0.890225,105.353165
6396.62,5648.18,1,1,3986.781663,0.824103,105.398468
6400.37,5653.96,1,1,3986.814463,0.880517,105.682098
6409.82,5650.94,1,1,3986.847268,0.794205,105.655952
6067.25,5480.7,1,1,3986.912869,0.582411,101.174194
6068.54,5506.22,1,1,3986.945703,0.942069,102.562706
6073.45,5514.42,1,1,3986.978511,0.930044,103.31852
6080.27,5510.87,1,1,3987.011322,1,103.162155
6079.18,5512.4,1,1,3987.044132,0.959991,102.722107
6069.46,5502.82,1,1,3987.076919,1,103.235237
6074.59,5491.84,1,1,3987.109718,0.911989,103.703918
6095.16,5505.47,1,1,3987.142522,0.786438,102.750671
6345.55,5568.3,1,1,3987.175331,0.609713,100.776169
6361.2,5595.76,1,1,3987.208125,0.540086,101.27948
6375.08,5619.61,1,1,3987.240914,0.624561,102.333801
6377.11,5637.56,1,1,3987.273715,1,102.969223
6373.58,5637.45,1,1,3987.306507,0.964764,103.561592
6380.42,5637.02,1,1,3987.339307,1,104.535011
6381.97,5631.65,1,1,3987.372111,0.957023,103.876984
6383.25,5623.85,1,1,3987.404917,1,103.996803
6388.91,5621.41,1,1,3987.437711,0.743976,105.228554
6367.91,5610.37,1,1,3987.470516,0.963008,106.016342
6295.17,5562.79,1,1,3987.503332,0.504952,104.616554
6287.11,5568.38,1,1,3987.53615,1,103.981247
6285.88,5565.26,1,1,3987.568928,1,103.817131
6283.35,5562.87,1,1,3987.601731,0.908771,103.90596
6285.03,5570.92,1,1,3987.634537,1,104.661278
6285.39,5567.04,1,1,3987.667344,1,104.54406
6282.32,5570.61,1,1,3987.700141,0.931068,104.739822
6283.64,5578.81,1,1,3987.732931,0.92473,104.269989
6286.43,5581.95,1,1,3987.765723,1,104.819496
6295.02,5583.29,1,1,3987.79853,1,105.045456
6286.74,5582.48,1,1,3987.831306,0.971974,105.739578
6293.64,5596.05,1,1,3987.864104,1,105.291046
6300.84,5609.17,1,1,3987.896907,0.950424,105.258675
