X,Y,Color,Radius,A,B,C
5638.36,3972.44,1,1,4044.355273,0.793677,99.838493
6452.81,4276.18,1,1,4045.240997,0.444497,57.382698
6425.58,4113.16,1,1,4046.45472,0.459598,67.627319
6416.96,4150.66,1,1,4047.340481,0.370487,89.358322
6405.63,4157.92,1,1,4048.751099,0.441303,109.138191
6680.62,4273.91,1,1,4049.964838,0.486114,100.902229
6748.16,4322.99,1,1,4051.342713,0.446359,94.183708
6505.38,4239.96,1,1,4052.130077,0.455502,102.602486
6821.02,4295.39,1,1,4053.474987,0.505218,80.239105
6626.75,3910.25,1,1,4055.016821,0.499748,83.210159
6994.44,4207.42,1,1,4055.607261,0.405695,105.959984
6859.84,4225.39,1,1,4056.26338,0.583863,85.596397
6635.29,4119.61,1,1,4057.57571,0.51239,84.888527
6558.61,3999.08,1,1,4059.544113,0.436799,88.808182
7266.25,4166.17,1,1,4061.15163,0.452044,104.637344
6403.5,5909.29,1,1,4061.971796,1,98.494873
6335.72,6977.41,1,1,4062.529478,0.601813,103.473251
6681.47,5109.29,1,1,4063.08719,0.880454,100.488922
6341.49,4943.44,1,1,4063.677626,0.588583,93.670769
5901.86,6501.75,1,1,4064.300957,0.751925,107.550507
6221.24,6530.74,1,1,4064.924253,0.763649,90.842255
6110.58,6349.13,1,1,4065.613124,1,99.871445
6433.13,6519.7,1,1,4066.137969,0.786711,99.169121
6368.39,6736.57,1,1,4066.662838,0.58292,95.323311
6126.11,6675.9,1,1,4067.220579,0.757025,94.619766
6498.4,6812.37,1,1,4067.745433,0.751489,96.48233
6300.9,6606.87,1,1,4068.4672,0.579882,96.721153
6173.98,6431.6,1,1,4068.992009,0.894346,95.011192
6295.93,6538.96,1,1,4069.648167,1,97.043945
6391.19,6552.87,1,1,4070.173128,1,96.401886
6471.54,6356.13,1,1,4070.763592,0.77317,92.113068
6700.02,6452.38,1,1,4071.288475,0.780411,95.663216
6474.5,6446.74,1,1,4071.813381,0.763063,97.149063
6364.16,6416.44,1,1,4072.403832,0.917546,95.489067
6427.64,6427.25,1,1,4072.994352,1,92.461884
6517.51,6536.16,1,1,4073.552068,0.942381,93.815872
6685.62,6583.95,1,1,4074.076975,0.817172,96.369278
6951.03,6749.7,1,1,4074.601839,1,100.090965
6619.72,6611.27,1,1,4075.126743,0.788221,99.908485
7039.75,5547.36,1,1,4075.651622,0.891212,99.110992
6780.09,6692.62,1,1,4076.242165,0.870605,105.118958
7001.57,6775.25,1,1,4076.767053,0.948161,105.46386
6690.22,6452.9,1,1,4077.390341,0.588213,108.121429
6498.5,6377.69,1,1,4077.915212,0.940736,105.528938
6698.31,6501.99,1,1,4078.472857,0.866972,105.527489
6568.76,6437.04,1,1,4079.063377,1,104.916275
6964.1,5316.7,1,1,4079.621083,0.732631,104.936203
6321.63,4382.83,1,1,4081.130056,0.534486,85.752975
6429.26,4468.63,1,1,4082.639249,0.487583,98.707542
6153.94,4135.94,1,1,4083.459387,0.389013,110.760986
6548.32,4271.46,1,1,4084.706085,0.568618,113.006302
6608.12,4998.12,1,1,4085.526266,0.898121,104.792191
6746.19,5162.34,1,1,4086.247973,0.544912,75.399323
7383.87,4781.33,1,1,4086.805604,0.620457,78.656715
7371.93,4903.87,1,1,4087.33047,0.75317,110.8554
7357.51,4663.2,1,1,4088.281866,0.530865,106.808228
5846.69,5150.13,1,1,4089.102071,0.653196,97.754234
7214.26,5230.11,1,1,4089.692584,0.800569,106.766968
6071.46,4859.77,1,1,4091.857734,0.81549,98.854485
6767.63,6975.19,1,1,4093.6947,0.629644,109.031357
6476.45,6255.25,1,1,4094.285183,0.753613,111.323486
6443.35,5959.81,1,1,4094.810048,0.87531,108.530991
6603.92,6004.41,1,1,4095.335046,1,108.865639
6365.11,5946.83,1,1,4095.860016,0.904276,105.937775
6290.4,6055.68,1,1,4096.450509,1,96.68821
6675.2,6275.41,1,1,4096.975401,1,102.281967
6629.69,6243.59,1,1,4097.500364,0.882771,101.5644
6646,6155.84,1,1,4098.025224,0.959167,99.356255
6588.63,6179.32,1,1,4098.550175,1,99.396927
6548.63,6210.15,1,1,4099.075053,0.787324,98.038017
6621.66,6301.34,1,1,4099.599867,1,95.813843
6623.44,6303.76,1,1,4100.124776,0.773889,95.07843
6631.93,6320.28,1,1,4100.64958,1,96.214607
6455.39,6501.13,1,1,4101.174468,0.650649,100.465622
6407.62,6645.51,1,1,4101.699396,0.904974,99.219299
6294.18,6852.01,1,1,4102.388396,0.954399,102.239624
6338.01,6879.6,1,1,4102.913239,1,97.479614
6312.76,6770.69,1,1,4103.438141,0.841807,96.725227
6263.89,6611.41,1,1,4103.963084,0.920913,94.639839
6299.56,6574.22,1,1,4104.488043,0.91794,89.850456
6440.42,6586.5,1,1,4105.012953,0.950148,94.342613
6353.66,6516.86,1,1,4105.537918,1,91.270714
6664.02,6711.76,1,1,4106.062896,0.989155,92.778847
6516.91,6555.49,1,1,4106.587796,0.895301,99.555328
6491.59,6240.78,1,1,4107.112693,0.879174,93.4161
6413.08,6101.84,1,1,4107.637614,0.673706,88.890907
6295.1,5845.6,1,1,4108.22825,0.797543,94.995941
6259.13,5890.58,1,1,4108.753202,1,90.702805
6311.6,6108.89,1,1,4109.278204,0.89897,94.535637
6597.61,6299.26,1,1,4109.835935,0.904054,94.409477
6503.66,6397.03,1,1,4110.360878,0.96718,90.263115
6182.16,6836.14,1,1,4110.951466,0.920446,92.723801
6045.25,7318.95,1,1,4111.47636,0.9653,89.398483
5988.58,7550.21,1,1,4112.001239,0.893025,93.776047
5810.89,7681.08,1,1,4112.526163,0.730227,91.523438
6142.33,7602.19,1,1,4113.083869,0.883836,95.03595
6234,7538.28,1,1,4113.608727,1,98.675858
6163.9,7362.62,1,1,4114.232063,0.751442,96.375031
6365.54,7207.63,1,1,4114.789846,0.79181,99.48468
6320.05,6919.08,1,1,4115.413315,0.937463,96.728539
6378.41,6694.38,1,1,4116.1351,0.327557,89.168892
6492.34,6768.2,1,1,4116.692814,0.915496,96.593353
6371.54,6537.99,1,1,4117.217696,1,97.26062
6350.15,6176.9,1,1,4117.742627,1,90.948906
6438.32,6319.08,1,1,4118.300445,0.982253,94.276947
6447.53,6541.33,1,1,4118.825313,1,96.359337
6337.98,6610.08,1,1,4119.350178,0.819322,97.96373
6222.13,6641.74,1,1,4119.875068,0.920757,96.147316
6642.33,6741.13,1,1,4120.465607,0.895992,101.271996
6454.12,6659.63,1,1,4121.023295,0.890919,97.56591
6487.96,6570.05,1,1,4121.679369,0.695531,98.341484
6316.36,6485.28,1,1,4122.23706,1,95.220108
6257.4,6601.28,1,1,4122.95885,0.554158,98.040993
6304.81,6555.23,1,1,4123.483786,0.778665,102.636711
6584.74,6723.96,1,1,4124.074232,0.883517,96.193047
6428.57,6642.11,1,1,4124.631948,0.949587,96.482376
6311.39,6573.98,1,1,4125.156837,0.920742,95.259796
6214.43,6434.54,1,1,4125.681744,1,96.649826
6007.98,6268.17,1,1,4126.239473,0.930892,100.401009
6050.66,6134.66,1,1,4126.764447,1,96.195946
6434.88,6152.89,1,1,4127.289321,0.950855,95.089317
6396.85,6045.5,1,1,4127.814205,1,104.312218
6212.95,5930,1,1,4128.339095,0.949638,97.530647
6270.78,6124.07,1,1,4128.864005,1,93.943077
